inter_id,user_id,book_id,借阅时间,还书时间,续借时间,续借次数,题名,作者,出版社,一级分类,二级分类,性别,DEPT,年级,类型
62417,848,34722,2021-04-23 16:43:19,2021-05-23 16:43:19,2021-05-08 16:43:19,1,百花画谱,编著秘浩胜,上海人民美术出版社,艺术,中国画技法,F,经济管理学院,19,硕士
57527,394,32167,2021-07-24 11:31:23,2021-08-23 11:31:23,2021-08-13 11:31:23,2,"克苏鲁神话.Ⅰ,克苏鲁的呼唤",(美) H.P.洛夫克拉夫特著,作家出版社,文学, 北美洲,F,机械工程学院,20,本科
66878,448,37800,2023-10-18 09:38:15,2023-11-17 09:38:15,,0,楚史,张正明著,中国人民大学出版社,历史、地理,战国（公元前475~公元前221年）,F,化学化工学院,21,本科
76743,775,43129,2021-06-17 21:42:54,2021-07-17 21:42:54,2021-07-02 21:42:54,1,一般拓扑学.第2版,(美) J. L. 凯莱著,科学出版社,数理科学和化学,拓扑（形势几何学）,M,经济管理学院,18,硕士
64755,795,36386,2020-10-08 15:03:36,2020-11-07 15:03:36,2020-10-23 15:03:36,1,《礼记·乐记》研究论稿,王祎著,上海人民出版社,艺术,音乐史,F,艺术学院,18,硕士
55172,1435,24185,2024-08-15 17:07:23,2024-09-14 17:07:23,,0,呼兰河传,萧红著,北京联合出版公司,文学,现代作品（1919~1949年）,M,电子科学与工程学院,24,博士
96644,1029,54310,2022-10-29 16:44:50,2022-11-28 16:44:50,2022-11-13 16:44:50,1,机器学习入门到实战:MATLAB实践应用,"冷雨泉, 张会文, 张伟等著",清华大学出版社,工业技术,程序语言、算法语言,M,机械工程学院,22,硕士
97956,333,55080,2021-08-26 12:54:59,2021-09-25 12:54:59,2021-09-15 12:54:59,2,初识量子计算:a beginner's introduction,(美) 帕拉格·K. 拉拉著,机械工业出版社,工业技术,其他计算机,M,信息科学与工程学院,20,本科
91668,360,51516,2023-06-07 18:28:38,2023-07-07 18:28:38,,0,深度学习入门之PyTorch,廖星宇编著,电子工业出版社,工业技术,自动推理、机器学习,M,自动化学院,20,本科
53160,57,30697,2021-01-02 13:15:42,2021-02-01 13:15:42,,0,马丁的流浪:一个丢失的小男孩,(英) 威廉·亨利·赫德逊著,成都时代出版社,文学, 英国,M,土木工程学院,18,本科
30313,1117,28544,2023-03-06 13:23:58,2023-04-05 13:23:58,,0,雪国,(日) 川端康成著,青岛出版社,文学, 日本,F,人文学院,22,硕士
85746,45,48169,2022-01-02 09:17:44,2022-02-01 09:17:44,2022-01-22 09:17:44,2,SOLIDWORKS工程图教程:2020版.第11版,(法) DS SOLIDWORKS公司著,机械工业出版社,工业技术,机械设计,M,土木工程学院,18,本科
46910,882,28235,2020-12-13 17:55:14,2021-01-12 17:55:14,,0,中华民族神话与传说,萧兵著,译林出版社,文学,当代作品（1949年~）,F,艺术学院,19,硕士
35060,311,22046,2022-02-12 19:55:28,2022-03-14 19:55:28,2022-03-04 19:55:28,2,文心的异同:新马华文文学与中国现代文学论集:Nanyang and China,张松建著,中国社会科学出版社,文学,文学评论和研究,M,人文学院,20,本科
96461,970,54100,2022-09-20 20:10:40,2022-10-20 20:10:40,,0,图解设计模式,(日) 结城浩著,人民邮电出版社,工业技术,程序语言、算法语言,M,机械工程学院,21,硕士
76834,658,43097,2024-03-26 20:45:10,2024-04-25 20:45:10,2024-04-15 20:45:10,2,微分流形基础,宋卫东编著,安徽师范大学出版社,数理科学和化学,拓扑（形势几何学）,M,数学学院,22,本科
79113,353,44191,2023-05-25 18:24:29,2023-06-24 18:24:29,,0,统计计算与R实现,"王红军, 杨有龙编著",西安电子科技大学出版社,数理科学和化学,数学模拟、近似计算,F,数学学院,20,本科
63167,247,35258,2020-08-23 12:34:36,2020-09-22 12:34:36,2020-09-12 12:34:36,2,上海名物:汉英对照,田震坤绘,中国画报出版社,艺术,水彩、水粉画,F,能源与环境学院,19,本科
48291,440,24184,2022-05-17 17:05:29,2022-06-16 17:05:29,,0,四世同堂,老舍著,现代出版社,文学,现代作品（1919~1949年）,F,艺术学院,21,本科
57487,372,32358,2021-05-30 18:19:50,2021-06-29 18:19:50,,0,"你好, 阿富汗",(美) 姜华著,安徽教育出版社,文学, 北美洲,M,信息科学与工程学院,20,本科
66715,1065,37687,2024-09-10 18:59:45,2024-10-10 18:59:45,,0,历史这么有意思.2,讲历史的王老师著,湖南文艺出版社,历史、地理,奴隶社会（约公元前21世纪~公元前475年）,M,土木工程学院,22,硕士
98554,923,55181,2020-10-19 11:50:22,2020-11-18 11:50:22,,0,深度学习自然语言处理实战,张楠 ... [等] 编著,机械工业出版社,工业技术,信息处理（信息加工）,M,电气工程学院,20,硕士
27589,1392,16766,2024-09-13 19:19:20,2024-10-13 19:19:20,2024-09-28 19:19:20,1,投资银行学精讲.第4版,"阮青松, 余萍编著",东北财经大学出版社,经济,金融、银行理论,M,信息科学与工程学院,23,博士
102408,1140,58190,2024-08-27 15:52:48,2024-09-26 15:52:48,2024-09-11 15:52:48,1,生态毒理学与案例分析,张杭君编著,化学工业出版社,环境科学、安全科学,生态系统与污染生态学,F,能源与环境学院,23,硕士
42949,1065,26105,2024-02-22 17:08:19,2024-03-23 17:08:19,,0,城北地带,苏童著,浙江人民出版社,文学,当代作品（1949年~）,M,土木工程学院,22,硕士
3584,606,2041,2024-01-17 11:03:53,2024-02-16 11:03:53,2024-02-06 11:03:53,2,法律篇.第2版,(古希腊) 柏拉图著,商务印书馆,哲学、宗教,古代哲学(欧洲),M,人文学院,22,本科
5255,200,2925,2022-10-05 11:50:50,2022-11-04 11:50:50,2022-10-25 11:50:50,2,告别的仪式:suivi de entretiens avec Jean-Paul Sartre aout-septembre 1974,(法) 西蒙娜·德·波伏瓦著,上海译文出版社,哲学、宗教,法国哲学,F,物理学院,19,本科
37485,589,23593,2023-04-24 21:08:06,2023-05-24 21:08:06,,0,《诗经》精读,严明编著,上海古籍出版社,文学,古代至近代作品（~1919年）,M,数学学院,22,本科
45965,364,27362,2023-03-29 16:52:57,2023-04-28 16:52:57,,0,记一忘三二,李娟作品,花城出版社,文学,当代作品（1949年~）,F,人文学院,20,本科
24735,279,13343,2022-02-22 18:16:59,2022-03-24 18:16:59,2022-03-14 18:16:59,2,牛奶可乐经济学:in search of explanations for everyday enigmas.完整版,(美) 罗伯特·弗兰克著,中国人民大学出版社,经济,政治经济学,F,人文学院,19,本科
53486,361,30886,2020-11-08 13:35:17,2020-12-08 13:35:17,,0,圣女贞德,(爱尔兰) 萧伯纳著,北京理工大学出版社,文学, 英国,M,信息科学与工程学院,20,本科
83185,1158,2198,2024-02-19 17:31:34,2024-03-20 17:31:34,,0,第一性原理,李善友著,人民邮电出版社,哲学、宗教,近代哲学(欧洲),M,土木工程学院,23,硕士
46833,1266,28555,2021-12-19 08:24:38,2022-01-18 08:24:38,,0,金色梦乡,(日) 伊坂幸太郎著,南海出版公司,文学, 日本,F,经济管理学院,18,博士
58746,935,32150,2020-09-11 16:51:14,2020-10-11 16:51:14,,0,"冰与火之歌.卷一.Ⅰ,权力的游戏,a game of thrones",(美) 乔治 R. R. 马丁著,重庆出版社,文学, 北美洲,F,法学院,20,硕士
72196,106,41333,2021-08-28 21:18:26,2021-09-27 21:18:26,2021-09-12 21:18:26,1,考研数学复习指南:2010版.理工类.第15版,"陈文灯, 黄先开编著",世界图书出版公司,数理科学和化学,高等数学,M,能源与环境学院,18,本科
6936,1271,30047,2022-11-21 13:14:45,2022-12-21 13:14:45,2022-12-06 13:14:45,1,在轮下,(德) 赫尔曼·黑塞著,中国法制出版社,文学, 东欧、中欧,M,能源与环境学院,18,博士
3029,493,1790,2023-11-08 18:45:19,2023-12-08 18:45:19,,0,阳明心学与明中后期文学批评,马晓虹著,中国社会科学出版社,哲学、宗教,明代哲学(1368-1644年),M,人文学院,21,本科
97014,709,2027,2024-08-31 18:44:27,2024-09-30 18:44:27,,0,沉思录,(古罗马) 马可·奥勒留著,上海译文出版社,哲学、宗教,古代哲学(欧洲),M,能源与环境学院,23,本科
5964,172,3299,2023-10-26 16:26:09,2023-11-25 16:26:09,,0,有道德的利己:the virtuous egoist,(英) 塔拉·史密斯著,华夏出版社,哲学、宗教,伦理学(道德哲学),F,人文学院,19,本科
90128,1025,50615,2023-05-15 12:04:08,2023-06-14 12:04:08,,0,微弱信号检测.第3版,高晋占编著,清华大学出版社,工业技术,通信理论,M,机械工程学院,22,硕士
99954,619,56472,2023-04-10 15:43:53,2023-05-10 15:43:53,,0,中国建筑美学史,王耘著,山西教育,工业技术,工业技术,F,人文学院,22,本科
51717,387,30053,2023-09-27 21:39:27,2023-10-27 21:39:27,,0,夏先生的故事,(德)帕特里克·聚斯金德著,上海译文出版社有限公司,文学, 东欧、中欧,F,经济管理学院,20,本科
6774,894,3788,2022-03-24 19:12:44,2022-04-23 19:12:44,,0,生命蓝图:透视过去、改变现在、预演未来,刘津著,人民邮电出版社,哲学、宗教,人生观、人生哲学,F,机械工程学院,20,硕士
81358,3,46895,2020-11-25 17:46:29,2020-12-25 17:46:29,2020-12-15 17:46:29,2,最好的告别:关于衰老与死亡，你必须知道的常识:Medicine and what matters in the end,(美) 阿图·葛文德著,浙江人民出版社,医药、卫生,临终关怀学,M,电子科学与工程学院,18,本科
36140,948,22822,2021-10-12 21:50:40,2021-11-11 21:50:40,,0,跨文化的中国叙事:以赛珍珠、林语堂、汤亭亭为中心的讨论,高鸿著,上海三联书店,文学,各体文学评论和研究,F,人文学院,20,硕士
4650,943,6630,2021-11-05 19:35:41,2021-12-05 19:35:41,,0,从零开始的女性主义,"(日) 上野千鹤子, 田房永子著",北京联合出版公司,社会科学总论,社会生活与社会问题,F,人文学院,20,硕士
49337,1001,4982,2021-12-29 14:59:31,2022-01-28 14:59:31,,0,自卑与超越,(奥) 阿德勒著,天津人民出版社,哲学、宗教,个性心理学、人格心理学,F,外国语学院,21,硕士
90990,221,51163,2021-12-15 20:26:00,2022-01-14 20:26:00,,0,自动控制原理全程导学及习题全解:胡寿松第四版,主编王莹莹,中国时代经济出版社,工业技术,自动化控制理论,F,电气工程学院,19,本科
90284,805,30770,2021-01-07 21:39:21,2021-02-06 21:39:21,,0,悬崖山庄奇案.第2版,(英) 阿加莎·克里斯蒂著,新星出版社,文学, 英国,M,机械工程学院,19,硕士
81478,1233,45391,2024-12-16 19:34:18,2025-01-15 19:34:18,,0,现代拉曼光谱:a practical approach,"(英) 尤恩·史密斯, 杰弗里·登特著",化学工业出版社,数理科学和化学,光谱学,F,能源与环境学院,24,硕士
55271,1083,30615,2022-10-04 17:12:19,2022-11-03 17:12:19,,0,橘子不是唯一的水果,(英) 珍妮特·温特森著,北京联合出版公司,文学, 英国,F,经济管理学院,22,硕士
78367,1304,24410,2022-11-12 11:15:25,2022-12-12 11:15:25,2022-12-02 11:15:25,2,三体:典藏版,刘慈欣著,重庆出版社,文学,当代作品（1949年~）,F,计算机科学与工程学院,19,博士
8004,916,4458,2020-11-06 15:13:32,2020-12-06 15:13:32,,0,鼠人:强迫官能症案例摘录,(奥) 弗洛伊德著,社会科学文献出版社,哲学、宗教,心理学,M,经济管理学院,20,硕士
68624,846,38903,2022-02-17 16:18:25,2022-03-19 16:18:25,,0,民国人物传,"李新, 孙思白等主编",中华书局,历史、地理,人物总传：按时代分,M,经济管理学院,19,硕士
45099,1079,27072,2023-03-01 19:01:28,2023-03-31 19:01:28,,0,不忘初心 方得始终,丰子恺著,现代出版社,文学,现代作品（1919~1949年）,F,物理学院,22,硕士
101922,907,57829,2023-03-23 15:57:57,2023-04-22 15:57:57,2023-04-12 15:57:57,2,盾构隧道施工邻近建筑物安全分析评价与控制管理,吴贤国 ... [等] 著,中国建筑工业出版社,交通运输,隧道施工,M,土木工程学院,20,硕士
77113,583,43184,2024-02-29 21:54:00,2024-03-30 21:54:00,,0,概率论与数理统计教程 (第三版) 习题与解答,"茆诗松, 程依明, 濮晓龙编著",高等教育出版社,数理科学和化学,概率论、数理统计,M,信息科学与工程学院,22,本科
7365,927,29661,2021-11-16 08:30:30,2021-12-16 08:30:30,,0,我的名字叫红,(土耳其) 奥尔罕·帕慕克著,上海人民出版社,文学, 西亚,F,外国语学院,20,硕士
61414,598,34159,2023-11-02 17:04:08,2023-12-02 17:04:08,,0,先秦艺术思想史,喻仲文著,武汉大学出版社,艺术,方针政策及其阐述,F,艺术学院,22,本科
3403,935,1941,2022-02-21 18:48:53,2022-03-23 18:48:53,2022-03-13 18:48:53,2,哲学家们都干了些什么?:史上最严谨又最不严肃的哲学史,林欣浩著,北京联合出版公司,哲学、宗教,欧洲哲学,F,法学院,20,硕士
21858,1207,12950,2023-11-26 17:40:01,2023-12-26 17:40:01,,0,美国的行政司法,(美) 皮特·L.施特劳斯著,商务印书馆,政治、法律, 美洲法律,F,法学院,23,硕士
47522,25,4152,2021-12-05 17:29:14,2022-01-04 17:29:14,,0,改变心理学的40项研究,(美) 罗杰·霍克著,人民邮电出版社,哲学、宗教,心理学,F,经济管理学院,18,本科
84949,365,19319,2024-04-13 15:12:02,2024-05-13 15:12:02,,0,廣韻三家校勘記補釋,范祥雍補釋,上海古籍出版社,语言、文字,中古语音（魏晋南北朝—宋语音）,F,人文学院,20,本科
67525,1308,38090,2020-08-27 18:39:27,2020-09-26 18:39:27,2020-09-16 18:39:27,2,"大明:明代中国的视觉文化与物质文化:visual and material cultures of Ming China, 1368-1644",(英) 柯律格著,生活·读书·新知三联书店,历史、地理,南宋（1127~1279年）,F,艺术学院,19,博士
74886,409,42340,2021-01-16 11:24:15,2021-02-15 11:24:15,,0,工科数学分析基础.第3版,"王绵森,马知恩主编",高等教育出版社,数理科学和化学,数学分析,M,电子科学与工程学院,20,本科
97969,1043,24172,2024-03-26 21:10:08,2024-04-25 21:10:08,2024-04-15 21:10:08,2,边城 湘行散记:插图典藏,沈从文,人民文学出版社,文学,现代作品（1919~1949年）,M,信息科学与工程学院,22,硕士
77027,384,43186,2021-07-22 15:34:02,2021-08-21 15:34:02,,0,概率论与数理统计,陈希孺编著,中国科学技术大学出版社,数理科学和化学,概率论、数理统计,M,自动化学院,20,本科
23672,339,14011,2020-10-17 20:00:59,2020-11-16 20:00:59,2020-11-06 20:00:59,2,世界是平的:21世纪简史,(美) 托马斯·弗里德曼著,湖南科学技术出版社,经济,国际经济关系,F,人文学院,20,本科
59049,1384,32668,2024-11-08 19:43:24,2024-12-08 19:43:24,,0,献给阿尔吉侬的花束,(美) 丹尼尔·凯斯著,河南文艺出版社,文学, 北美洲,M,信息科学与工程学院,22,博士
6435,945,1367,2022-09-09 10:10:56,2022-10-09 10:10:56,2022-09-24 10:10:56,1,庄子哲学及其演变.修订版,刘笑敢著,中国人民大学出版社,哲学、宗教,道家,F,人文学院,20,硕士
31458,37,19532,2020-10-26 16:08:51,2020-11-25 16:08:51,,0,粤语就这么简单,宋健榕主编,东南大学出版社,语言、文字,粤语（广东话、白话）,M,数学学院,18,本科
77755,314,43496,2023-03-05 10:01:42,2023-04-04 10:01:42,,0,应用回归分析.第2版,"王黎明, 陈颖, 杨楠编著",复旦大学出版社,数理科学和化学,数理统计,M,数学学院,20,本科
87746,841,43600,2021-10-20 14:34:00,2021-11-19 14:34:00,2021-11-04 14:34:00,1,贝叶斯概率风险评估,"(美) Dana Kelly, Curtis Smith著",国防工业出版社,数理科学和化学,数理统计,M,物理学院,19,硕士
84977,1338,47647,2021-10-05 09:12:12,2021-11-04 09:12:12,,0,纳米流体流动与相间作用,董双岭著,科学出版社,工业技术,特种结构材料,M,机械工程学院,21,博士
53332,206,30641,2021-07-02 20:28:27,2021-08-01 20:28:27,,0,山核桃大街谋杀案,(英) 阿加莎·克里斯蒂著,新星出版社,文学, 英国,F,物理学院,19,本科
63246,442,35329,2022-04-19 18:02:36,2022-05-19 18:02:36,2022-05-04 18:02:36,1,就喜欢你看不惯我又干不掉我的样子.1.1,白茶绘著,人民文学出版社,艺术,各种画：按用途分,F,艺术学院,21,本科
46466,1384,27996,2023-03-05 09:51:57,2023-04-04 09:51:57,,0,在你们离开以前,作者毕啸南,湖南文艺出版社,文学,当代作品（1949年~）,M,信息科学与工程学院,22,博士
26880,500,16298,2024-04-23 20:01:43,2024-05-23 20:01:43,,0,债务与国家的崛起:西方民主制度的金融起源:the financial roots of democracy,(英) 詹姆斯·麦克唐纳著,社会科学文献出版社,经济,世界财政,F,经济管理学院,21,本科
55308,1168,32181,2024-02-25 17:17:24,2024-03-26 17:17:24,,0,仿生人会梦见电子羊吗？,(美) 菲利普·迪克著,译林出版社,文学, 北美洲,F,土木工程学院,23,硕士
96321,775,54113,2021-08-25 15:29:42,2021-09-24 15:29:42,,0,Java JDK 8学习笔记,林信良著,清华大学出版社,工业技术,程序语言、算法语言,M,经济管理学院,18,硕士
22266,296,13237,2021-04-19 17:28:52,2021-05-19 17:28:52,2021-05-09 17:28:52,2,战争的文化.第2版,(以) 马丁·范克勒韦尔德著,生活·读书·新知三联书店,军事,战略、战术、战役,M,经济管理学院,20,本科
6775,894,24488,2022-03-24 19:13:14,2022-04-23 19:13:14,2022-04-08 19:13:14,1,蛙,莫言作品,浙江文艺出版社,文学,当代作品（1949年~）,F,机械工程学院,20,硕士
11698,950,32348,2021-03-09 20:26:46,2021-04-08 20:26:46,2021-03-24 20:26:46,1,追风筝的人.珍藏纪念版,[美] 卡勒德·胡赛尼著,上海人民出版社,文学, 北美洲,F,人文学院,20,硕士
33174,678,32215,2024-01-16 11:47:50,2024-02-15 11:47:50,,0,洛丽塔,(美) 弗拉基米尔·纳博科夫著,上海译文出版社,文学, 北美洲,M,信息科学与工程学院,23,本科
